,Unnamed: 0,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_colsample_bytree,param_learning_rate,param_max_bin,param_max_depth,param_min_child_samples,param_min_child_weight,param_n_estimators,param_num_leaves,param_reg_alpha,param_reg_lambda,param_scale_pos_weight,param_subsample,param_subsample_for_bin,param_subsample_freq,params,rmse_val
67,67,-2.340194658353844,-2.4013048545577487,-2.2921611390331904,-2.3445535506482607,0.044664210998308786,25,150.33368714650473,55.13263993613871,51.13259045283,7.079355106662548,0.8603671095245091,0.013319768662110364,868,100,45,5.2466899576626576,265,59,1.0,0.059581338256413575,17.24425961761086,0.2897918399633663,368696,7,"OrderedDict([('colsample_bytree', 0.8603671095245091), ('learning_rate', 0.013319768662110364), ('max_bin', 868), ('max_depth', 100), ('min_child_samples', 45), ('min_child_weight', 5.2466899576626576), ('n_estimators', 265), ('num_leaves', 59), ('reg_alpha', 1.0), ('reg_lambda', 0.059581338256413575), ('scale_pos_weight', 17.24425961761086), ('subsample', 0.2897918399633663), ('subsample_for_bin', 368696), ('subsample_freq', 7)])",2.129272576170737
68,68,-2.3883477960780843,-2.3907816182580617,-2.2814040615834488,-2.3535111586398645,0.05099709767577303,44,352.05413913726807,130.5404890585883,117.73117820421857,20.39149459536203,1.0,0.009468679840359885,100,100,50,9.658669593054741,500,100,1e-09,1.2397632192840475,1e-06,0.30185100170326923,284382,1,"OrderedDict([('colsample_bytree', 1.0), ('learning_rate', 0.009468679840359883), ('max_bin', 100), ('max_depth', 100), ('min_child_samples', 50), ('min_child_weight', 9.65866959305474), ('n_estimators', 500), ('num_leaves', 100), ('reg_alpha', 1e-09), ('reg_lambda', 1.2397632192840475), ('scale_pos_weight', 1e-06), ('subsample', 0.30185100170326923), ('subsample_for_bin', 284382), ('subsample_freq', 1)])",2.1286331623543693
71,71,-2.323728302227248,-2.420073868694498,-2.27127304725539,-2.338358406059045,0.061622242027995024,14,399.94099942843116,149.1279902404136,107.0407882531484,14.577619532720465,0.66569314140346,0.010702884992222468,690,100,25,6.3155986468368255,473,100,0.0020166369200728595,1e-09,1e-06,1.0,270238,0,"OrderedDict([('colsample_bytree', 0.66569314140346), ('learning_rate', 0.010702884992222467), ('max_bin', 690), ('max_depth', 100), ('min_child_samples', 25), ('min_child_weight', 6.315598646836826), ('n_estimators', 473), ('num_leaves', 100), ('reg_alpha', 0.0020166369200728595), ('reg_lambda', 1e-09), ('scale_pos_weight', 1e-06), ('subsample', 1.0), ('subsample_for_bin', 270238), ('subsample_freq', 0)])",2.108969994458729
72,72,-2.3913689623669465,-2.3809544446425126,-2.2806276066723585,-2.3509836712272727,0.0499306012354453,39,300.0647328694661,113.30633962006523,85.7447823683421,10.779278230294812,0.5605439316907443,0.009647154408937821,133,100,11,10.0,394,99,0.00016392433980566296,1e-09,1e-06,1.0,119354,7,"OrderedDict([('colsample_bytree', 0.5605439316907443), ('learning_rate', 0.00964715440893782), ('max_bin', 133), ('max_depth', 100), ('min_child_samples', 11), ('min_child_weight', 10.0), ('n_estimators', 394), ('num_leaves', 99), ('reg_alpha', 0.00016392433980566296), ('reg_lambda', 1e-09), ('scale_pos_weight', 1e-06), ('subsample', 1.0), ('subsample_for_bin', 119354), ('subsample_freq', 7)])",2.1343498581428277
76,76,-2.3410267448479645,-2.3755192645186316,-2.3089798103543453,-2.3418419399069808,0.02717073361000137,20,141.96896966298422,56.16638381621772,68.33883770306905,10.338234753098195,0.2164093168454971,0.01718794093119781,1000,35,50,1.8583446998036912,293,58,9.226956428891706e-09,0.8407494577007503,0.019278937700330127,0.22375678174479874,387542,1,"OrderedDict([('colsample_bytree', 0.2164093168454971), ('learning_rate', 0.01718794093119781), ('max_bin', 1000), ('max_depth', 35), ('min_child_samples', 50), ('min_child_weight', 1.8583446998036912), ('n_estimators', 293), ('num_leaves', 58), ('reg_alpha', 9.226956428891706e-09), ('reg_lambda', 0.8407494577007503), ('scale_pos_weight', 0.019278937700330127), ('subsample', 0.22375678174479874), ('subsample_for_bin', 387542), ('subsample_freq', 1)])",2.1457797593004386
79,79,-2.3471847022824694,-2.3981854512547183,-2.2933261281912967,-2.3462320939094945,0.04281393858207045,28,62.090060393015534,22.994999791887498,11.25552829106649,1.4971608743355098,0.6843530338341043,0.3232877938419353,548,6,6,6.007709639755659,50,63,0.02641662855850007,746.861513995221,500.0,0.9345785430658003,500000,2,"OrderedDict([('colsample_bytree', 0.6843530338341043), ('learning_rate', 0.32328779384193534), ('max_bin', 548), ('max_depth', 6), ('min_child_samples', 6), ('min_child_weight', 6.007709639755659), ('n_estimators', 50), ('num_leaves', 63), ('reg_alpha', 0.026416628558500067), ('reg_lambda', 746.8615139952209), ('scale_pos_weight', 499.99999999999994), ('subsample', 0.9345785430658005), ('subsample_for_bin', 500000), ('subsample_freq', 2)])",2.1278731074121935
80,80,-2.3556962562500523,-2.3617557239466755,-2.3135086069170456,-2.3436535290379243,0.021458743896867187,24,184.59288080533344,71.79502224442561,74.34814516703287,8.541880491344402,0.22828110415105965,0.01039809032059703,1000,20,39,8.818505600218316,303,100,1.2052150842121626e-09,7.547478717384899e-05,58.28644437788476,0.5202259613726178,424547,4,"OrderedDict([('colsample_bytree', 0.22828110415105965), ('learning_rate', 0.01039809032059703), ('max_bin', 1000), ('max_depth', 20), ('min_child_samples', 39), ('min_child_weight', 8.818505600218316), ('n_estimators', 303), ('num_leaves', 100), ('reg_alpha', 1.2052150842121626e-09), ('reg_lambda', 7.547478717384899e-05), ('scale_pos_weight', 58.28644437788476), ('subsample', 0.5202259613726178), ('subsample_for_bin', 424547), ('subsample_freq', 4)])",2.1623224843233912
83,83,-2.3157212721572416,-2.400782001938588,-2.2729983316320794,-2.3298338685759696,0.05311334190520644,3,361.5144182046255,139.58895620274563,125.66895031929016,17.612662547208632,0.3523974426705613,0.015779225888570857,930,100,31,10.0,500,100,0.00015657724288219618,1e-09,2.3165605184104963,0.7536523883731187,104108,3,"OrderedDict([('colsample_bytree', 0.3523974426705613), ('learning_rate', 0.015779225888570857), ('max_bin', 930), ('max_depth', 100), ('min_child_samples', 31), ('min_child_weight', 10.0), ('n_estimators', 500), ('num_leaves', 100), ('reg_alpha', 0.0001565772428821962), ('reg_lambda', 1e-09), ('scale_pos_weight', 2.3165605184104963), ('subsample', 0.7536523883731187), ('subsample_for_bin', 104108), ('subsample_freq', 3)])",2.1070571381863155
84,84,-2.3351451599319626,-2.4380574572465994,-2.278734830066187,-2.35064581574825,0.06596022857737034,36,295.5608034928639,115.63930705593542,85.81667494773866,12.117994376883338,0.7224282444739708,0.025225204082131282,552,89,22,2.884713814434483,500,31,1.4560512139129815e-05,0.004793903362725834,277.8855820589059,1.0,349285,9,"OrderedDict([('colsample_bytree', 0.7224282444739708), ('learning_rate', 0.025225204082131282), ('max_bin', 552), ('max_depth', 89), ('min_child_samples', 22), ('min_child_weight', 2.884713814434483), ('n_estimators', 500), ('num_leaves', 31), ('reg_alpha', 1.4560512139129814e-05), ('reg_lambda', 0.004793903362725834), ('scale_pos_weight', 277.8855820589059), ('subsample', 1.0), ('subsample_for_bin', 349285), ('subsample_freq', 9)])",2.1132702614603147
85,85,-2.3452585218803264,-2.424155803596518,-2.2860389041675373,-2.3518177432147938,0.05657642038490768,40,113.65734767913818,42.352716673693074,25.618330081303917,3.17583450214031,1.0,0.17318343227624872,1000,7,5,1e-07,106,67,1e-09,43.294075382506904,0.8703680844681305,0.7756843565519242,194917,8,"OrderedDict([('colsample_bytree', 1.0), ('learning_rate', 0.17318343227624872), ('max_bin', 1000), ('max_depth', 7), ('min_child_samples', 5), ('min_child_weight', 1e-07), ('n_estimators', 106), ('num_leaves', 67), ('reg_alpha', 1e-09), ('reg_lambda', 43.29407538250691), ('scale_pos_weight', 0.8703680844681305), ('subsample', 0.7756843565519242), ('subsample_for_bin', 194917), ('subsample_freq', 8)])",2.115977433282989
87,87,-2.3169629247405576,-2.4087018928143795,-2.269542488558008,-2.331735768704315,0.05776396014431021,5,274.5951213041941,99.14988601933793,77.9679353237152,8.532841639157239,0.5665322103234801,0.015132636385466334,1000,48,7,2.692369285871914,348,100,1e-09,0.002877101851839565,0.0008521211129176407,1.0,257203,2,"OrderedDict([('colsample_bytree', 0.5665322103234801), ('learning_rate', 0.015132636385466334), ('max_bin', 1000), ('max_depth', 48), ('min_child_samples', 7), ('min_child_weight', 2.692369285871914), ('n_estimators', 348), ('num_leaves', 100), ('reg_alpha', 1e-09), ('reg_lambda', 0.0028771018518395654), ('scale_pos_weight', 0.0008521211129176407), ('subsample', 1.0), ('subsample_for_bin', 257203), ('subsample_freq', 2)])",2.1127453512207452
88,88,-2.367864643634612,-2.35583930369582,-2.31991842757309,-2.3478741249678405,0.020368160819949598,31,159.41779247919715,63.50099569451681,74.99846124649049,9.152668102516888,0.14060488498148355,0.013411744010686759,1000,100,27,3.962296633805508,288,95,0.23754732193471215,0.00014072636636981245,495.2722093414573,0.925911812618426,254994,0,"OrderedDict([('colsample_bytree', 0.14060488498148355), ('learning_rate', 0.01341174401068676), ('max_bin', 1000), ('max_depth', 100), ('min_child_samples', 27), ('min_child_weight', 3.9622966338055075), ('n_estimators', 288), ('num_leaves', 95), ('reg_alpha', 0.23754732193471217), ('reg_lambda', 0.00014072636636981245), ('scale_pos_weight', 495.2722093414573), ('subsample', 0.9259118126184261), ('subsample_for_bin', 254994), ('subsample_freq', 0)])",2.174703863677907
90,90,-2.3564050187910404,-2.4168958690436235,-2.276538445045221,-2.3499464442932947,0.057482382844798785,34,337.28577534357714,124.56487567836281,66.55904722213745,7.97241003442318,1.0,0.016157608437149838,436,60,7,10.0,317,100,9.738554108933694e-07,1.3091939478527055e-05,1e-06,1.0,500000,1,"OrderedDict([('colsample_bytree', 1.0), ('learning_rate', 0.016157608437149838), ('max_bin', 436), ('max_depth', 60), ('min_child_samples', 7), ('min_child_weight', 10.0), ('n_estimators', 317), ('num_leaves', 100), ('reg_alpha', 9.738554108933692e-07), ('reg_lambda', 1.3091939478527055e-05), ('scale_pos_weight', 1e-06), ('subsample', 1.0), ('subsample_for_bin', 500000), ('subsample_freq', 1)])",2.116060149545666
92,92,-2.3466859877044532,-2.413426091374032,-2.2829572661325748,-2.34768978173702,0.05326840396718192,30,262.3951763312022,92.76187922044167,49.978228966395065,5.609010863525459,1.0,0.020575331774989304,1000,0,1,8.985174063039132,237,93,1e-09,0.06367799144354314,0.4434774921975164,0.998024424519676,383633,0,"OrderedDict([('colsample_bytree', 1.0), ('learning_rate', 0.020575331774989304), ('max_bin', 1000), ('max_depth', 0), ('min_child_samples', 1), ('min_child_weight', 8.98517406303913), ('n_estimators', 237), ('num_leaves', 93), ('reg_alpha', 1e-09), ('reg_lambda', 0.06367799144354314), ('scale_pos_weight', 0.4434774921975164), ('subsample', 0.998024424519676), ('subsample_for_bin', 383633), ('subsample_freq', 0)])",2.1122489831151494
93,93,-2.3522953286262034,-2.4213393177704954,-2.292401874076273,-2.355345506824324,0.05268265867044808,46,172.68343186378482,63.517566833497774,48.272425572077424,6.309560064428821,1.0,0.01599189785768729,1000,0,1,1.3042516086046845,262,71,1e-09,0.1471324983921361,2.611844648564685e-05,0.37939773419869577,269507,6,"OrderedDict([('colsample_bytree', 1.0), ('learning_rate', 0.01599189785768729), ('max_bin', 1000), ('max_depth', 0), ('min_child_samples', 1), ('min_child_weight', 1.3042516086046845), ('n_estimators', 262), ('num_leaves', 71), ('reg_alpha', 1e-09), ('reg_lambda', 0.1471324983921361), ('scale_pos_weight', 2.6118446485646855e-05), ('subsample', 0.37939773419869577), ('subsample_for_bin', 269507), ('subsample_freq', 6)])",2.122828238610114
97,97,-2.3175323970211377,-2.39147852491188,-2.267445897141521,-2.32548560635818,0.05094744574542271,1,320.19745270411175,125.37017656938828,144.67847148577368,17.696894976523687,0.3788168828625185,0.02097953548169249,512,42,11,1e-07,500,100,1e-09,58.78571582154463,500.0,0.01,500000,0,"OrderedDict([('colsample_bytree', 0.3788168828625185), ('learning_rate', 0.020979535481692492), ('max_bin', 512), ('max_depth', 42), ('min_child_samples', 11), ('min_child_weight', 1e-07), ('n_estimators', 500), ('num_leaves', 100), ('reg_alpha', 1e-09), ('reg_lambda', 58.78571582154463), ('scale_pos_weight', 499.99999999999994), ('subsample', 0.01), ('subsample_for_bin', 500000), ('subsample_freq', 0)])",2.1075101883319167
